1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,1,1,0,0,0
30,1.5707963267949,0,0,0,0,0
31,0,1,0,0,1,0
40,-1.5707963267949,0,0,0,0,0
41,-1.5707963267949,0,0,0,0,0
12,0,1,0,1,0,0
13,0,0,0,0,0,0
14,0,1,1,0,0,0
15,0,1,1,1,0,0
14,3.14159265358979,0,0,0,0,0
13,3.14159265358979,0,0,0,0,0
12,3.14159265358979,0,0,0,0,0
11,3.14159265358979,0,0,0,0,0
10,3.14159265358979,0,0,0,0,0
9,3.14159265358979,0,0,0,0,0
8,3.14159265358979,0,0,0,0,0
7,3.14159265358979,0,0,0,0,0
6,3.14159265358979,0,0,0,0,0
5,3.14159265358979,0,0,0,0,0
4,3.14159265358979,0,0,0,0,0
3,3.14159265358979,0,0,0,0,0
2,3.14159265358979,0,0,0,0,0
1,3.14159265358979,0,0,0,0,0
